amenity,name,city,longitude,latitude,address
EMS (Emergency Medical Services),Skagit County FD #2,Mount Vernon,-122.41688,48.44317,15271 SR 536
EMS (Emergency Medical Services),Skagit County FD #2,Mount Vernon,-122.40101,48.4215,15452 Beaver Marsh Rd
EMS (Emergency Medical Services),Skagit County FD #3,Conway,-122.346508,48.340733,21020 Greenfield St
EMS (Emergency Medical Services),Skagit County FD #3,Mount Vernon,-122.31981,48.38439,19746 E Hickox Rd
EMS (Emergency Medical Services),Skagit County FD #4,Clearlake,-122.23331,48.46059,23624 Jackson St
EMS (Emergency Medical Services),Skagit Count FD#4,Mount Vernon,-122.264294,48.429736,14800 Hwy 9
EMS (Emergency Medical Services),Skagit County FD #5,Bow,-122.52333,48.57304,10347 Halloran Rd
EMS (Emergency Medical Services),Skagit County FD #5,Bow,-122.44201,48.61723,1904 Chuckanut Ridge Dr
EMS (Emergency Medical Services),Skagit County FD #5,Bow,-122.43693,48.56244,14304 W Bow Hill Rd
EMS (Emergency Medical Services),Skagit County FD #5,Bow,-122.37777,48.51482,9061 Avon Allen Rd
EMS (Emergency Medical Services),Skagit County FD #6,Burlington,-122.39584,48.47175,16220 Peterson Rd
EMS (Emergency Medical Services),Lake Cavanaugh Volunteer Fire Department,Mount Vernon,-121.98745,48.30857,35058 S Shore Dr
EMS (Emergency Medical Services),Lake Cavanaugh Volunteer Fire Department,Mount Vernon,-122.02877,48.32665,33082 Deer Park Lane
EMS (Emergency Medical Services),Skagit County FD #8,Sedro Woolley,-122.29053,48.56177,20464 Prairie Rd
EMS (Emergency Medical Services),Skagit County FD #8,Sedro Woolley,-122.25914,48.58845,3897 Saje Lane
EMS (Emergency Medical Services),Skagit County FD #8,Sedro Woolley,-122.23151,48.59823,3212 SR 9
EMS (Emergency Medical Services),Skagit County FD #8,Sedro Woolley,-122.22754,48.54941,23900 Hoogdal Rd
EMS (Emergency Medical Services),Skagit County FD #8,Lyman,-122.06028,48.52597,8334 S Main St
EMS (Emergency Medical Services),Skagit County FD #8,Sedro Woolley,-122.05769,48.52734,8168 Pipeline Rd
EMS (Emergency Medical Services),Skagit County FD #8,Sedro Woolley,-122.00533,48.53057,34041 SR 20
EMS (Emergency Medical Services),Skagit County FD #9,Mount Vernon,-122.24522,48.40352,16818 W Big Lake Blvd
EMS (Emergency Medical Services),Skagit County FD #9,Mount Vernon,-122.20474,48.36263,19547 SR 9
EMS (Emergency Medical Services),Skagit County FD #10,Concrete,-121.8751,48.52409,8391 Russell Rd
EMS (Emergency Medical Services),Skagit County FD #10,Concrete,-121.7742,48.53721,44654 SR 20
EMS (Emergency Medical Services),Mt Erie Fire Department,Anacortes,-122.65251,48.45667,4214 Wildwood Ln
EMS (Emergency Medical Services),Mt Erie Fire Department,Anacortes,-122.60696,48.42889,14825 Deception Rd
EMS (Emergency Medical Services),Bay View Volunteer Fire Department,Mount Vernon,-122.4747,48.48536,12587 C St
EMS (Emergency Medical Services),Skagit County FD #13,Anacortes,-122.55647,48.45783,8652 Stevenson Rd
EMS (Emergency Medical Services),Skagit County FD #13,La Conner,-122.51713,48.39356,17433 Snee Oosh Rd
EMS (Emergency Medical Services),Skagit County FD #13,La Conner,-122.48771,48.39214,12142 Chilberg Rd
EMS (Emergency Medical Services),Skagit County FD #14,Bow,-122.36155,48.5711,5231 Hobsou Rd
EMS (Emergency Medical Services),Skagit County FD #14,Burlington,-122.33925,48.61477,18726 Parkview Ln
EMS (Emergency Medical Services),Skagit County FD #15,Mount Vernon,-122.23436,48.31508,22790 Front St
EMS (Emergency Medical Services),Day Creek Fire Department,Sedro Woolley,-122.05998,48.50193,31693 S Skagit Hwy
EMS (Emergency Medical Services),Guemas Island Fire Department,Anacortes,-122.62518,48.55279,6310 Guemes Island Rd
EMS (Emergency Medical Services),Skagit County FD #19,Rockport,-121.59682,48.48597,10714 Alfred St
EMS (Emergency Medical Services),Skagit County FD #19,Marblemount,-121.43099,48.52749,60157 SR 20
EMS (Emergency Medical Services),Burlington Fire Department,Burlington,-122.33162,48.46973,350 E Sharon Ave
EMS (Emergency Medical Services),Hamilton Fire Department,Hamilton,-121.9902,48.52731,951 Pettit St
EMS (Emergency Medical Services),La Conner Fire Department,La Conner,-122.48771,48.39214,12142 Chilberg Rd
EMS (Emergency Medical Services),Mount Vernon Fire Department,Mount Vernon,-122.33798,48.41653,901 South 2nd St
EMS (Emergency Medical Services),Mount Vernon Fire Department,Mount Vernon,-122.33079,48.42125,491 East Division St
EMS (Emergency Medical Services),Mount Vernon Fire Department,Mount Vernon,-122.3149,48.43757,1901 N Laventure Rd
EMS (Emergency Medical Services),City of Sedro Woolley Fire Department,Sedro Woolley,-122.23768,48.50876,325 Metcalf St
EMS (Emergency Medical Services),City of Sedro Woolley Fire Department,Sedro Woolley,-122.22678,48.5262,1218 N Township St
EMS (Emergency Medical Services),Central Skagit Medic One,Sedro Woolley,-122.27923,48.49513,2000 Hospital Dr
EMS (Emergency Medical Services),Central Skagit Medic One,Sedro Woolley,-122.25694,48.50044,669 Sunset Park Dr
EMS (Emergency Medical Services),Central Skagit Medic One,Burlington,-122.33294,48.46976,350 Sharon Ave
EMS (Emergency Medical Services),Central Skagit Medic One,Burlington,-122.33314,48.47837,201 Avon Ave
EMS (Emergency Medical Services),Central Skagit Medic One,Mount Vernon,-122.3149,48.43757,1901 N Laventure Rd
EMS (Emergency Medical Services),Central Skagit Medic One,Sedro Woolley,-122.2373,48.50923,325 Metcalf St
EMS (Emergency Medical Services),Central Skagit Medic One,Mount Vernon,-122.40101,48.4215,15452 Beaver Marsh Rd
EMS (Emergency Medical Services),Skamania County FD #4,Washougal,-122.22837,45.60887,10042 Washougal River Rd
EMS (Emergency Medical Services),Skamania County FD #6,Cougar,-122.302297,46.051056,MP 16.5 Forest Road 90
EMS (Emergency Medical Services),Skamania County EMS,Stevenson,-121.88427,45.69265,253 SW 1st St
EMS (Emergency Medical Services),Paine Field,Everett,-122.28202,47.90122,10630 36th Pl W
EMS (Emergency Medical Services),Snohomish County FD #1,Edmonds,-122.37506,47.81203,275 6th Ave N
EMS (Emergency Medical Services),Snohomish County FD #1,Edmonds,-122.35111,47.79032,23009 88th Ave W
EMS (Emergency Medical Services),Snohomish County FD #1,Edmonds,-122.34786,47.82211,8429 196th St SW
EMS (Emergency Medical Services),Snohomish County FD #1,Mount Lake Terrace,-122.31282,47.78822,5902 232nd St SW
EMS (Emergency Medical Services),Snohomish County FD #1,Lynnwood,-122.28616,47.85721,3922 156th St SW
EMS (Emergency Medical Services),Snohomish County FD #1,Brier,-122.27887,47.8053,21206 Poplar Way
EMS (Emergency Medical Services),Snohomish County FD #1,Lynnwood,-122.25046,47.84548,16819 13th Ave W
EMS (Emergency Medical Services),Snohomish County FD #1,Lynnwood,-122.24457,47.8119,20510 Damson Rd
EMS (Emergency Medical Services),Snohomish County FD #1,Everett,-122.23373,47.88617,12310 Meridian Ave
EMS (Emergency Medical Services),Snohomish County FD #1,Everett,-122.18466,47.89996,3525 108th St SE
EMS (Emergency Medical Services),Snohomish County FD #1,Everett,-122.15357,47.87364,13611 Puget Park Dr
EMS (Emergency Medical Services),Snohomish County FD #4,Snohomish,-122.10002,47.92994,1525 Ave D
EMS (Emergency Medical Services),Snohomish County FD #4,Snohomish,-122.08857,47.91622,427 Maple Ave
EMS (Emergency Medical Services),Snohomish County FD #4,Snohomish,-122.00242,47.9346,6724 171st Ave SE
EMS (Emergency Medical Services),Snohomish County FD #5,Sultan,-121.81738,47.86278,304 Alder St
EMS (Emergency Medical Services),Snohomish County FD #7,Mill Creek,-122.21822,47.85895,1020 153rd St SE
EMS (Emergency Medical Services),Snohomish County FD #7,Bothell,-122.18652,47.83498,3431 180th St SE
EMS (Emergency Medical Services),Snohomish County FD #7,Bothell,-122.17252,47.79547,22225 45th Ave SE
EMS (Emergency Medical Services),Snohomish County FD #7,Snohomish,-122.14303,47.85484,6610 Snohomish Cascade Dr
EMS (Emergency Medical Services),Snohomish County FD #7,Snohomish,-122.1244,47.83301,8010 180th St SE
EMS (Emergency Medical Services),Snohomish County FD #7,Snohomish,-122.09882,47.80004,21709 99th Ave SE
EMS (Emergency Medical Services),Snohomish County FD #7,Monroe,-121.98303,47.85005,163 Village Ct
EMS (Emergency Medical Services),Snohomish County FD #7,Monroe,-121.93428,47.87754,22122 132nd St SE
EMS (Emergency Medical Services),Lake Stevens Fire Department,Lake Stevens,-122.09923,47.996,9811 Chapel Hill Rd
EMS (Emergency Medical Services),Lake Stevens Fire Department,Lake Stevens,-122.06277,48.01691,12409 21st St NE
EMS (Emergency Medical Services),Lake Stevens Fire Department,Snohomish,-122.04524,47.98124,13717 Division St
EMS (Emergency Medical Services),Tulalip Bay Fire Department,Tulalip,-122.27596,48.06691,7812 Water Works Rd
EMS (Emergency Medical Services),Snohomish County FD #16,Snohomish,-121.91755,47.98601,1205 S Lake Roesiger Rd
EMS (Emergency Medical Services),Snohomish County FD #17,Granite Falls,-121.96961,48.08238,116 S Granite Ave
EMS (Emergency Medical Services),Snohomish County FD #19,Stanwood,-122.26712,48.18789,2720 212th St NW
EMS (Emergency Medical Services),Snohomish County FD #19,Arlington,-122.193733,48.18844,21207 27th Ave NE
EMS (Emergency Medical Services),Snohomish County FD #21,Arlington,-122.06486,48.20226,12131 228th St NE
EMS (Emergency Medical Services),Getchell Fire,Arlington,-122.09829,48.07258,8424 99th Ave NE
EMS (Emergency Medical Services),Snohomish County FD #23,Granite Falls,-121.80203,48.09765,31907 Mountain Loop Hwy
EMS (Emergency Medical Services),Darrington Fire District #24,Arlington,-121.706551,48.269651,30020 Swede Heaven Rd
EMS (Emergency Medical Services),Darrington Fire District #24,Darrington,-121.60425,48.25497,1115 Seeman St
EMS (Emergency Medical Services),Oso Fire Department,Arlington,-121.93457,48.26906,21824 SR 530 NE
EMS (Emergency Medical Services),Snohomish County FD #26,Gold Bar,-121.69605,47.85642,501 Lewis Ave
EMS (Emergency Medical Services),Snohomish County FD #26,Gold Bar,-121.6683,47.84188,42013 SR 2
EMS (Emergency Medical Services),Snohomish County FD #26,Index,-121.55304,47.82022,512 Ave A
EMS (Emergency Medical Services),Snohomish County FD #27,Everett,-122.31717,48.01375,100 F Saratoga Dr
EMS (Emergency Medical Services),Snohomish County Fire Protection Dist. #28,Index,-121.55302,47.82027,512 Ave A
EMS (Emergency Medical Services),North County Fire / EMS,Stanwood,-122.34315,48.23931,8117 267th St NW
EMS (Emergency Medical Services),Boeing Fire Department,Everett,-122.27137,47.92021,3003 W Casino Rd
EMS (Emergency Medical Services),Arlington Fire Department,Arlington,-122.14684,48.16675,6231 188TH St NE
EMS (Emergency Medical Services),Everett Fire Department,Everett,-122.24349,47.9438,5920 Glenwood Ave
EMS (Emergency Medical Services),Everett Fire Department,Everett,-122.23844,47.91172,9520 Evergreen Way
EMS (Emergency Medical Services),Everett Fire Department,Everett,-122.21427,47.89444,11221 Silver Lake Rd
EMS (Emergency Medical Services),Everett Fire Department,Everett,-122.21247,47.93611,1400 Madison St
EMS (Emergency Medical Services),Everett Fire Department,Everett,-122.2107,47.96934,3619 Rucker Ave
EMS (Emergency Medical Services),Everett Fire Department,Everett,-122.21057,47.93598,1600 Madison St
EMS (Emergency Medical Services),Everett Fire Department,Everett,-122.20759,47.97814,2930 Wetmore Ave
EMS (Emergency Medical Services),Everett Fire Department,Everett,-122.20408,47.98006,2811 Oakes Ave
EMS (Emergency Medical Services),Everett Fire Department,Everett,-122.19929,47.99651,2201 16th St
EMS (Emergency Medical Services),Lynnwood Fire Department,Lynnwood,-122.32584,47.82876,18800 68th Ave W
EMS (Emergency Medical Services),Lynnwood Fire Department,Lynnwood,-122.29264,47.82816,18800 44th Ave W
EMS (Emergency Medical Services),Marysville Fire Department,Stanwood,-122.28946,48.15491,17500 E Lake Goodwin Rd
EMS (Emergency Medical Services),Marysville Fire Department,Marysville,-122.18381,48.13031,14716 Smokey Point Blvd
EMS (Emergency Medical Services),Marysville Fire Department,Marysville,-122.17352,48.06183,1635 Grove St
EMS (Emergency Medical Services),Marysville Fire Department,Marysville,-122.16285,48.09194,10701 Shoultes Rd
EMS (Emergency Medical Services),Marysville Fire Department,Marysville,-122.16177,48.09225,5100 108th St NE
EMS (Emergency Medical Services),Marysville Fire Department,Marysville,-122.1346,48.03269,7217 40th St NE
EMS (Emergency Medical Services),Mukilteo Fire Department,Mukilteo,-122.30266,47.94512,700 5th St
EMS (Emergency Medical Services),Mukilteo Fire Department,Mukilteo,-122.29702,47.90431,10400 47th Pl W
EMS (Emergency Medical Services),Naval Station Everett,Everett,-122.21387,47.99284,2000 W Marine View Dr
EMS (Emergency Medical Services),Northwest Ambulance,Everett,-122.2119,47.97764,1316 Wall St
EMS (Emergency Medical Services),Northwest Ambulance,Marysville,-122.18004,48.05485,706 Cedar Ave
EMS (Emergency Medical Services),Northwest Ambulance,Mountlake Terrace,-122.32002,47.79884,22002 64th Ave W
EMS (Emergency Medical Services),Northwest Ambulance,Bothell,-122.19643,47.76233,10736 Beardslee Blvd
EMS (Emergency Medical Services),Northwest Ambulance,Everett,-122.22894,47.88039,203 130th St SE
EMS (Emergency Medical Services),Northwest Ambulance,Everett,-122.22835,47.91979,8620 Holly Dr
EMS (Emergency Medical Services),Northwest Ambulance,Mount Vernon,-122.33591,48.40334,2313 Old Highway 99 S Rd
EMS (Emergency Medical Services),Falck Northwest,Mountlake Terrace,-122.31969,47.80156,6405 218th St SW
EMS (Emergency Medical Services),Spokane Valley Fire Department,Spokane,-117.31942,47.65691,6306 E Sprague Ave
EMS (Emergency Medical Services),Spokane Valley Fire Department,Spokane,-117.27965,47.68545,9111 E Fredrick Ave
EMS (Emergency Medical Services),Spokane Valley Fire Department,Spokane,-117.26575,47.65758,10319 E Sprague Ave
EMS (Emergency Medical Services),Spokane Valley Fire Department,Spokane,-117.24914,47.68218,11510 E Marietta Ave
EMS (Emergency Medical Services),Spokane Valley Fire Department,Spokane,-117.24784,47.67732,2110 N Wilbur Rd
EMS (Emergency Medical Services),Spokane Valley Fire Department,Spokane,-117.24167,47.62825,12121 E 32nd Ave
EMS (Emergency Medical Services),Spokane Valley Fire Department,Veradale,-117.21768,47.64631,1121 S Evergreen
EMS (Emergency Medical Services),Spokane Valley Fire Department,Spokane,-117.17241,47.65751,17217 E Sprague Ave
EMS (Emergency Medical Services),Spokane Valley Fire Department,Spokane,-117.11066,47.67743,2218 N Harvard Rd
EMS (Emergency Medical Services),Spokane Valley Fire Department,Otis Orchards,-117.10486,47.70018,22406 E Wellesley Ave
EMS (Emergency Medical Services),Fairfield Ambulance,Fairfiled,-117.16265,47.38098,17815 E Truax Rd
EMS (Emergency Medical Services),Spokane County FD #3,Cheney,-117.77956,47.43612,26801 W SR 904
EMS (Emergency Medical Services),Spokane County FD #3,Cheney,-117.72486,47.52698,13906 S Medical Lake-Tyler Rd
EMS (Emergency Medical Services),Spokane County FD #3,Cheney,-117.696481,47.33301,20606 W Williams Lake Rd
EMS (Emergency Medical Services),Spokane County FD #3,Cheney,-117.59756,47.47733,10 S Presley Dr
EMS (Emergency Medical Services),Spokane County FD #3,Cheney,-117.58978,47.56768,12611 W Melville Rd
EMS (Emergency Medical Services),Spokane County FD #3,Spokane,-117.49728,47.58394,7619 S Grove Rd
EMS (Emergency Medical Services),Spokane County FD #3,Cheney,-117.47739,47.48449,19012 S Short Rd
EMS (Emergency Medical Services),Spokane County FD #3,Spokane,-117.43877,47.550921,1801 W Gibbs Rd
EMS (Emergency Medical Services),Spokane County FD #3,Spangle,-117.3814,47.42897,235 W 2nd
EMS (Emergency Medical Services),Spokane County FD #4,Deer Park,-117.47223,47.95345,315 E. A Street
EMS (Emergency Medical Services),Spokane County FD #4,Deer Park,-117.45466,47.8744,2929 W. Wildrose Road
EMS (Emergency Medical Services),Spokane County FD #4,Colbert,-117.41526,47.83209,302 W. Monroe Road
EMS (Emergency Medical Services),Spokane County FD #4,Chattaroy,-117.36391,47.8904,3219 E Chattaroy Rd
EMS (Emergency Medical Services),Spokane County FD #4,Chattaroy,-117.35722,47.9705,3818 E. Deer Park Milan Road
EMS (Emergency Medical Services),Spokane County FD #4,Mead,-117.34866,47.8141,17207 N. Newport Hwy
EMS (Emergency Medical Services),Spokane County FD #4,Chattaroy,-117.2768,47.90831,27515 N. Elk-Chattaroy Road
EMS (Emergency Medical Services),Spokane County FD #4,Elk,-117.2766,48.01955,40116 N. Elk Camden Road
EMS (Emergency Medical Services),Spokane County FD #4,Colbert,-117.27648,47.82766,9815 E. Greenbluff Road
EMS (Emergency Medical Services),Spokane County FD #4,Mead,-117.21352,47.81834,17711 N. Mt. Spokane Park Drive
EMS (Emergency Medical Services),Spokane County FD #5,Nine Mile Falls,-117.69039,47.80306,20302 W Charles Rd
EMS (Emergency Medical Services),Spokane County FD #5,Nine Mile Falls,-117.64794,47.78027,17217 W Four Mound Rd
EMS (Emergency Medical Services),Spokane County FD #8,Spokane,-117.35096,47.59776,6117 S Palouse Hwy
EMS (Emergency Medical Services),Spokane County FD #8,Spokane,-117.24966,47.61301,4410 S Bates Rd
EMS (Emergency Medical Services),Spokane County FD #8,Valleyford,-117.24222,47.53354,12100 E Palouse Hwy
EMS (Emergency Medical Services),Spokane County FD #8,Greenacres,-117.16072,47.6257,3324 S Linke Rd
EMS (Emergency Medical Services),Spokane County FD #9,Nine Mile Falls,-117.62153,47.80375,15222 N Charles Rd
EMS (Emergency Medical Services),Spokane County FD #9,Nine Mile Falls,-117.55075,47.77857,9915 W Charles Rd
EMS (Emergency Medical Services),Spokane County FD #9,Spokane,-117.45516,47.73738,3028 W Strong Rd
EMS (Emergency Medical Services),Spokane County FD #9,Spokane,-117.42082,47.76934,616 W Hastings Rd
EMS (Emergency Medical Services),Spokane County FD #9,Spokane,-117.4169,47.73964,9105 N Whitehouse Rd
EMS (Emergency Medical Services),Spokane County FD #9,Spokane,-117.36712,47.71781,6606 N Regal St
EMS (Emergency Medical Services),Spokane County FD #9,Mead,-117.35502,47.77375,3801 E Farwell Rd
EMS (Emergency Medical Services),Spokane County FD #9,Spokane,-117.29436,47.72153,7017 N Jensen Rd
EMS (Emergency Medical Services),Spokane County FD #9,Spokane,-117.20251,47.75882,11019 N Forker Rd
EMS (Emergency Medical Services),Spokane County FD #10,Medical Lake,-117.68965,47.64265,1411 S Brooks Rd
EMS (Emergency Medical Services),Spokane County FD #10,Spokane,-117.64597,47.7149,6316 N Dover Rd
EMS (Emergency Medical Services),Spokane County FD #10,Airway Heights,-117.57645,47.64697,929 S Garfield Rd
EMS (Emergency Medical Services),Spokane County FD #10,Spokane,-117.55015,47.67168,9921 W Trails Rd
EMS (Emergency Medical Services),Spokane County FD #10,Spokane,-117.48901,47.63228,5408 W Lawton Rd
EMS (Emergency Medical Services),Spokane County FD #11,Rockford,-117.13362,47.45262,116 E Emma St
EMS (Emergency Medical Services),Spokane County FD #12,Waverly,-117.2276,47.34317,255 N Commercial
EMS (Emergency Medical Services),Spokane County FD #12,Latah,-117.15522,47.2794,108 E Market
EMS (Emergency Medical Services),Newman Lake Fire and Rescue,Newman Lake,-117.12031,47.80473,16108 N West Newman Lake Dr
EMS (Emergency Medical Services),Newman Lake Fire and Rescue,Newman Lake,-117.06869,47.74232,9324 N Starr Rd
EMS (Emergency Medical Services),Airway Heights Fire Department,Airway Heights,-117.59354,47.64443,1208 S Lundstrom St
EMS (Emergency Medical Services),Cheney Fire Department,Cheney,-117.57656,47.48966,611 Fourth St
EMS (Emergency Medical Services),City of Medical Lake,Medical Lake,-117.68287,47.57257,124 S Lefeure St
EMS (Emergency Medical Services),City of Spokane,Spokane,-117.51817,47.64032,1615 S Spotted Rd
EMS (Emergency Medical Services),City of Spokane,Spokane,-117.48459,47.73684,5121 W Lowell Rd
EMS (Emergency Medical Services),City of Spokane,Spokane,-117.47605,47.70729,5225 N Assembly St
EMS (Emergency Medical Services),City of Spokane,Spokane,-117.43764,47.67474,1713 W Indiana Ave
EMS (Emergency Medical Services),City of Spokane,Spokane,-117.43327,47.65637,1515 W First Ave
EMS (Emergency Medical Services),City of Spokane,Spokane,-117.42812,47.701,1118 W Wellesley Ave
EMS (Emergency Medical Services),City of Spokane,Spokane,-117.4173,47.63922,1722 S Bernard St
EMS (Emergency Medical Services),City of Spokane,Spokane,-117.41269,47.65832,44 W Riverside
EMS (Emergency Medical Services),City of Spokane,Spokane,-117.40799,47.72905,120 E Lincoln Rd
EMS (Emergency Medical Services),City of Spokane,Spokane,-117.39473,47.68377,1001 E North Foothills Dr
EMS (Emergency Medical Services),City of Spokane,Spokane,-117.39043,47.62512,3214 S Perry St
EMS (Emergency Medical Services),City of Spokane,Spokane,-117.38234,47.6565,1901 E First Ave
EMS (Emergency Medical Services),City of Spokane,Spokane,-117.37795,47.70031,2120 E Wellesley Ave
EMS (Emergency Medical Services),City of Spokane,Spokane,-117.36264,47.63884,1807 S Ray St
EMS (Emergency Medical Services),City of Spokane,Spokane,-117.35429,47.67284,1608 N Rebecca St
EMS (Emergency Medical Services),Spokane International Airport FD,Spokane,-117.53717,47.62533,9000 W Airport Dr
EMS (Emergency Medical Services),American Medical Response,Spokane,-117.42611,47.6689,915 W Sharp Ave
EMS (Emergency Medical Services),Deer Park Ambulance,Deer Park,-117.47442,47.95506,19 N Armin
EMS (Emergency Medical Services),Stevens County FD #1,Ford,-117.80463,47.90912,5227 Main St
EMS (Emergency Medical Services),Stevens County FD #1,Springdale,-117.74257,48.054955,West 52 Aspen
EMS (Emergency Medical Services),Stevens County FD #1,Nine Mile Falls,-117.64114,47.85962,6444 Hwy 291
EMS (Emergency Medical Services),Stevens County FD #1,Loon Lake,-117.63346,48.0628,4009 N Cedar
EMS (Emergency Medical Services),Stevens County FD #1,Loon Lake,-117.6333429,48.062601,4222 SW Shores
EMS (Emergency Medical Services),Stevens County FD #1,Nine Mile Falls,-117.5782,47.81522,5990 Hwy 291
EMS (Emergency Medical Services),Stevens County FD #1,Deer Park,-117.56269,47.89848,5128 Swenson
EMS (Emergency Medical Services),Stevens County FD #1,Clayton,-117.55235,47.99454,4532 Railroad Ave
EMS (Emergency Medical Services),Stevens County FD #4,Valley,-117.79113,48.19617,3551 Thompson Rd
EMS (Emergency Medical Services),Stevens County FD #4,Valley,-117.72224,48.15632,3282 Bulldog Creek
EMS (Emergency Medical Services),Stevens County FD #4,Chewelah,-117.71239,48.27742,409 E Clay Ave
EMS (Emergency Medical Services),Stevens County FD #4,Chewelah,-117.69879,48.33518,2720 Moser Rd
EMS (Emergency Medical Services),Stevens County FD #4,Valley,-117.75747,48.18464,3099 Farm to Market Rd
EMS (Emergency Medical Services),Stevens County FD #4,Chewelah,-117.72954,48.30658,2358 Highline Rd
EMS (Emergency Medical Services),Stevens County FD #5,Colville,-117.94663,48.47493,682 Orin Rice Rd
EMS (Emergency Medical Services),Stevens County FD #5,Addy,-117.83696,48.35802,1386 Hall St
EMS (Emergency Medical Services),Stevens County FD #7,Colville,-117.88212,48.46074,649 Elm Tree Dr
EMS (Emergency Medical Services),Stevens County FD #7,Colville,-117.87236,48.45998,658 Hall Rd
EMS (Emergency Medical Services),Joint Fire Protection District #3 & #8,Orient,-118.204649,48.866551,3585 Sand Creek Rd
EMS (Emergency Medical Services),Joint Fire Protection District #3 & #8,Orient,-118.20458,48.86659,340 Main St
EMS (Emergency Medical Services),Joint Fire Protection District #3 & #8,Kettle Falls,-118.15327,48.58154,41 Apple Tree Dr
EMS (Emergency Medical Services),Joint Fire Protection District #3 & #8,Kettle Falls,-118.14163,48.77036,25266 Hwy 395 N
EMS (Emergency Medical Services),Stevens County FD #12,Rice,-118.16235,48.42908,1985 Orin-Rice Rd
EMS (Emergency Medical Services),Stevens County FD #12,Gifford,-118.13718,48.31049,3341 Addy-Gifford Rd
EMS (Emergency Medical Services),Northport Fire Department 1st Response,Northport,-117.78098,48.91727,315 Summit Ave
EMS (Emergency Medical Services),Stevens County Sheriff's Ambulance,Colville,-117.91115,48.54896,425 N Highway
EMS (Emergency Medical Services),Chewalah Rural Ambulance,Chewelah,-117.71874,48.27599,215 W Main
EMS (Emergency Medical Services),Spokane Tribal Emergency Response,Wellpinit,-117.9898,47.88758,6203 Ford Wellpinit Rd
EMS (Emergency Medical Services),West Thurston Fire,Rochester,-123.10128,46.77852,10344 Langworthy St SW
EMS (Emergency Medical Services),West Thurston Fire,Rochester,-123.09631,46.82021,18346 Albany St SW
EMS (Emergency Medical Services),West Thurston Fire,Rochester,-123.03247,46.81611,18720 Sargent Rd SW
EMS (Emergency Medical Services),West Thurston Fire,Olympia,-122.99069,46.93032,10828 Littlerock Rd SW
EMS (Emergency Medical Services),West Thurston Fire,Olympia,-122.94974,46.89582,3131 Maytown Rd SW
EMS (Emergency Medical Services),West Thurston Fire,Olympia,-122.93924,46.92005,2640 Trevue Ave SW
EMS (Emergency Medical Services),SE Thurston Fire Authority,Yelm,-122.61258,46.93629,709 Mill Rd SE
EMS (Emergency Medical Services),Lacey FD #3,Lacey,-122.8159,47.0364,1231 Franz St SE
EMS (Emergency Medical Services),Lacey FD #3,Olympia,-122.79536,47.00582,6500 Mullen Rd SE
EMS (Emergency Medical Services),Lacey FD #3,Olympia,-122.76063,47.04652,8407 Steilacoom Rd SE
EMS (Emergency Medical Services),Lacey FD #3,Olympia,-122.756431,47.087358,3701 Willamette Dr NE
EMS (Emergency Medical Services),Lacey FD #3,Yelm,-122.708723,46.991988,10916 Yelm Hwy SE
EMS (Emergency Medical Services),Lacey FD #3,Yelm,-122.61258,46.93629,709 Mill Rd SE
EMS (Emergency Medical Services),McLane Black Lake Fire Department,Olympia,-123.1368,47.05045,2815 Summit Lake Shore Rd NW
EMS (Emergency Medical Services),McLane Black Lake Fire Department,Olympia,-122.98625,46.9943,5911 Black Lake Blvd SW
EMS (Emergency Medical Services),McLane Black Lake Fire Department,Olympia,-122.96445,47.00652,4402 Black Lake Belmore Rd SW
EMS (Emergency Medical Services),Thurston County FD #6,Tenino,-122.858192,46.949459,9530 Old Hwy 99 SE
EMS (Emergency Medical Services),Thurston County FD #6,Olympia,-122.83726,46.96923,8047 Normandy St SE
EMS (Emergency Medical Services),Thurston County FD #6,Tenino,-122.81273,46.91745,5944 Offut Lake Rd SE
EMS (Emergency Medical Services),Thurston County FD #6,Olympia,-122.76764,46.97182,8208 80th Ave SE
EMS (Emergency Medical Services),Thurston County FD #8,Olympia,-122.8461,47.08345,3606 Shincke Rd NE
EMS (Emergency Medical Services),Thurston County FD #12,Tenino,-122.91769,46.83747,17134 Old Hwy 99 SE
EMS (Emergency Medical Services),Thurston County FD #12,Centrailia,-122.91657,46.77904,21249 Bucoda Hwy SE
EMS (Emergency Medical Services),Thurston County FD #12,Tenino,-122.8515,46.85708,187 Hodgden St South
EMS (Emergency Medical Services),Thurston County FD #13,Olympia,-123.0166,47.08505,3707 Steamboat Loop NW
EMS (Emergency Medical Services),Thurston County FD #13,Olympia,-122.9461,47.14976,8113 Steamboat Island Rd NW
EMS (Emergency Medical Services),Thurston County FD #17,Yelm,-122.54569,46.83419,17701 Lawerence Lake Rd SE
EMS (Emergency Medical Services),Thurston County FD #17,Yelm,-122.48761,46.85054,16306 Bald Hill Rd SE
EMS (Emergency Medical Services),City of Olympia Fire Department,Olympia,-122.9329,47.04842,330 Kenyon St NW
EMS (Emergency Medical Services),City of Olympia Fire Department,Olympia,-122.88787,47.04625,100 Eastside St NE
EMS (Emergency Medical Services),City of Olympia Fire Department,Olympia,-122.84569,47.04526,3525 Stoll Rd SE
EMS (Emergency Medical Services),City of Olympia Fire Department,Olympia,-122.86574,47.02861,2525 22nd ave SE
EMS (Emergency Medical Services),City of Tumwater Fire Department,Rochester,-123.03247,46.81611,18720 Sargent Rd SW
